similarity,corruption,rank,topK,iter,lambda,weight_u_i,metric,NDCG@K,Recall@50,weight_i,weight_u,Recall@100
Cosine,0.4,50,50,200,0.001,,,"[0.4549, 0.0151]","[0.3028, 0.0141]",0.5,0.5,
Cosine,0.4,50,50,200,0.001,,,"[0.4574, 0.015]","[0.2957, 0.0134]",0.6,0.4,
Cosine,0.4,50,50,200,0.001,,,"[0.4603, 0.015]","[0.2877, 0.0133]",0.7,0.3,
Cosine,0.4,50,50,200,0.001,,,"[0.4525, 0.0155]","[0.2747, 0.0131]",0.8,0.2,
Cosine,0.4,50,50,200,0.001,,,"[0.4497, 0.0154]","[0.2701, 0.013]",0.9,0.1,
Cosine,0.4,50,50,200,0.001,,,"[0.4472, 0.0158]","[0.2556, 0.0125]",1.0,0.0,
Cosine,0.4,50,100,200,0.001,,,"[0.4896, 0.013]",,0.0,1.0,"[0.4943, 0.0163]"
Cosine,0.4,50,100,200,0.001,,,"[0.4879, 0.0132]",,0.1,0.9,"[0.4997, 0.0171]"
Cosine,0.4,50,100,200,0.001,,,"[0.4832, 0.0131]",,0.2,0.8,"[0.4987, 0.0171]"
Cosine,0.4,50,100,200,0.001,,,"[0.4786, 0.0131]",,0.3,0.7,"[0.4885, 0.0169]"
Cosine,0.4,50,100,200,0.001,,,"[0.4758, 0.0132]",,0.4,0.6,"[0.4734, 0.0168]"
Cosine,0.4,50,100,200,0.001,,,"[0.47, 0.0133]",,0.5,0.5,"[0.4576, 0.0164]"
Cosine,0.4,50,100,200,0.001,,,"[0.4736, 0.0135]",,0.6,0.4,"[0.4523, 0.0165]"
Cosine,0.4,50,100,200,0.001,,,"[0.4637, 0.0138]",,0.7,0.3,"[0.4199, 0.0156]"
Cosine,0.4,50,100,200,0.001,,,"[0.4582, 0.014]",,0.8,0.2,"[0.4076, 0.0155]"
Cosine,0.4,50,100,200,0.001,,,"[0.4616, 0.0139]",,0.9,0.1,"[0.3957, 0.0151]"
Cosine,0.4,50,100,200,0.001,,,"[0.4541, 0.0146]",,1.0,0.0,"[0.3622, 0.0147]"
Cosine,0.5,50,50,200,0.001,,,"[0.4801, 0.0147]","[0.3285, 0.0145]",0.0,1.0,
Cosine,0.5,50,50,200,0.001,,,"[0.4781, 0.0148]","[0.3333, 0.0149]",0.1,0.9,
Cosine,0.5,50,50,200,0.001,,,"[0.4724, 0.0148]","[0.3279, 0.0148]",0.2,0.8,
Cosine,0.5,50,50,200,0.001,,,"[0.4642, 0.0148]","[0.3225, 0.0146]",0.3,0.7,
Cosine,0.5,50,50,200,0.001,,,"[0.4617, 0.0148]","[0.313, 0.0142]",0.4,0.6,
Cosine,0.5,50,50,200,0.001,,,"[0.462, 0.0149]","[0.3054, 0.0142]",0.5,0.5,
Cosine,0.5,50,50,200,0.001,,,"[0.4606, 0.015]","[0.2945, 0.0135]",0.6,0.4,
Cosine,0.5,50,50,200,0.001,,,"[0.4595, 0.0151]","[0.2908, 0.0134]",0.7,0.3,
Cosine,0.5,50,50,200,0.001,,,"[0.4524, 0.015]","[0.2837, 0.0134]",0.8,0.2,
Cosine,0.5,50,50,200,0.001,,,"[0.4509, 0.0153]","[0.273, 0.013]",0.9,0.1,
Cosine,0.5,50,50,200,0.001,,,"[0.453, 0.0158]","[0.263, 0.0129]",1.0,0.0,
Cosine,0.5,50,100,200,0.001,,,"[0.4883, 0.0131]",,0.0,1.0,"[0.4919, 0.0163]"
Cosine,0.5,50,100,200,0.001,,,"[0.4895, 0.0133]",,0.1,0.9,"[0.5009, 0.0171]"
Cosine,0.5,50,100,200,0.001,,,"[0.4839, 0.0132]",,0.2,0.8,"[0.4945, 0.0172]"
Cosine,0.5,50,100,200,0.001,,,"[0.4778, 0.0133]",,0.3,0.7,"[0.4837, 0.0169]"
Cosine,0.5,50,100,200,0.001,,,"[0.4719, 0.0134]",,0.4,0.6,"[0.4702, 0.0169]"
Cosine,0.5,50,100,200,0.001,,,"[0.4703, 0.0134]",,0.5,0.5,"[0.4531, 0.0164]"
Cosine,0.5,50,100,200,0.001,,,"[0.4675, 0.0138]",,0.6,0.4,"[0.4386, 0.0162]"
Cosine,0.5,50,100,200,0.001,,,"[0.4646, 0.0137]",,0.7,0.3,"[0.427, 0.0158]"
Cosine,0.5,50,100,200,0.001,,,"[0.4658, 0.0141]",,0.8,0.2,"[0.4125, 0.0157]"
Cosine,0.5,50,100,200,0.001,,,"[0.4594, 0.0143]",,0.9,0.1,"[0.3931, 0.015]"
Cosine,0.5,50,100,200,0.001,,,"[0.4546, 0.0147]",,1.0,0.0,"[0.3686, 0.0147]"
Cosine,0.2,100,50,200,1e-05,,,"[0.4937, 0.0141]","[0.3464, 0.0147]",0.0,1.0,
Cosine,0.2,100,50,200,1e-05,,,"[0.4841, 0.0143]","[0.3478, 0.0153]",0.1,0.9,
Cosine,0.2,100,50,200,1e-05,,,"[0.4797, 0.0141]","[0.3411, 0.0152]",0.2,0.8,
Cosine,0.2,100,50,200,1e-05,,,"[0.4705, 0.0141]","[0.3246, 0.0147]",0.3,0.7,
Cosine,0.2,100,50,200,1e-05,,,"[0.4648, 0.0141]","[0.3129, 0.0142]",0.4,0.6,
Cosine,0.2,100,50,200,1e-05,,,"[0.4655, 0.0144]","[0.3044, 0.014]",0.5,0.5,
Cosine,0.2,100,50,200,1e-05,,,"[0.4628, 0.0144]","[0.2882, 0.0131]",0.6,0.4,
Cosine,0.2,100,50,200,1e-05,,,"[0.4474, 0.0146]","[0.2744, 0.0128]",0.7,0.3,
Cosine,0.2,100,50,200,1e-05,,,"[0.4483, 0.0149]","[0.2598, 0.0123]",0.8,0.2,
Cosine,0.2,100,50,200,1e-05,,,"[0.4521, 0.0151]","[0.2563, 0.0122]",0.9,0.1,
Cosine,0.2,100,50,200,1e-05,,,"[0.4471, 0.0155]","[0.2409, 0.0116]",1.0,0.0,
Cosine,0.2,100,100,200,1e-05,,,"[0.5011, 0.0127]",,0.0,1.0,"[0.5113, 0.0165]"
Cosine,0.2,100,100,200,1e-05,,,"[0.4978, 0.0127]",,0.1,0.9,"[0.5132, 0.0171]"
Cosine,0.2,100,100,200,1e-05,,,"[0.4868, 0.0126]",,0.2,0.8,"[0.5002, 0.0168]"
Cosine,0.2,100,100,200,1e-05,,,"[0.4806, 0.0126]",,0.3,0.7,"[0.486, 0.0168]"
Cosine,0.2,100,100,200,1e-05,,,"[0.4736, 0.0128]",,0.4,0.6,"[0.4654, 0.0163]"
Cosine,0.2,100,100,200,1e-05,,,"[0.4694, 0.0128]",,0.5,0.5,"[0.4516, 0.0161]"
Cosine,0.2,100,100,200,1e-05,,,"[0.4647, 0.013]",,0.6,0.4,"[0.4336, 0.0159]"
Cosine,0.2,100,100,200,1e-05,,,"[0.4574, 0.0134]",,0.7,0.3,"[0.4081, 0.0153]"
Cosine,0.2,100,100,200,1e-05,,,"[0.4554, 0.0138]",,0.8,0.2,"[0.3877, 0.0149]"
Cosine,0.2,100,100,200,1e-05,,,"[0.4516, 0.0141]",,0.9,0.1,"[0.3628, 0.0141]"
Cosine,0.2,100,100,200,1e-05,,,"[0.449, 0.0143]",,1.0,0.0,"[0.3423, 0.0139]"
Cosine,0.3,100,50,200,1e-05,,,"[0.4923, 0.0143]","[0.3441, 0.0147]",0.0,1.0,
Cosine,0.3,100,50,200,1e-05,,,"[0.4845, 0.0143]","[0.3473, 0.0152]",0.1,0.9,
Cosine,0.3,100,50,200,1e-05,,,"[0.4761, 0.014]","[0.3381, 0.015]",0.2,0.8,
Cosine,0.3,100,50,200,1e-05,,,"[0.4729, 0.0141]","[0.3301, 0.0148]",0.3,0.7,
Cosine,0.3,100,50,200,1e-05,,,"[0.4616, 0.0142]","[0.3113, 0.0143]",0.4,0.6,
Cosine,0.3,100,50,200,1e-05,,,"[0.4602, 0.0144]","[0.302, 0.0139]",0.5,0.5,
Cosine,0.3,100,50,200,1e-05,,,"[0.463, 0.0145]","[0.2971, 0.0137]",0.6,0.4,
Cosine,0.3,100,50,200,1e-05,,,"[0.451, 0.0148]","[0.2779, 0.0129]",0.7,0.3,
Cosine,0.3,100,50,200,1e-05,,,"[0.4474, 0.0151]","[0.2624, 0.0127]",0.8,0.2,
Cosine,0.3,100,50,200,1e-05,,,"[0.4508, 0.015]","[0.2609, 0.0121]",0.9,0.1,
Cosine,0.3,100,50,200,1e-05,,,"[0.4459, 0.0154]","[0.2459, 0.0118]",1.0,0.0,
Cosine,0.3,100,100,200,1e-05,,,"[0.4989, 0.0127]",,0.0,1.0,"[0.5098, 0.0164]"
Cosine,0.3,100,100,200,1e-05,,,"[0.4956, 0.0128]",,0.1,0.9,"[0.5106, 0.0171]"
Cosine,0.3,100,100,200,1e-05,,,"[0.4885, 0.0127]",,0.2,0.8,"[0.4985, 0.017]"
Cosine,0.3,100,100,200,1e-05,,,"[0.4827, 0.0127]",,0.3,0.7,"[0.4883, 0.017]"
Cosine,0.3,100,100,200,1e-05,,,"[0.476, 0.0128]",,0.4,0.6,"[0.4698, 0.0165]"
Cosine,0.3,100,100,200,1e-05,,,"[0.4691, 0.0128]",,0.5,0.5,"[0.4461, 0.0159]"
Cosine,0.3,100,100,200,1e-05,,,"[0.4699, 0.0132]",,0.6,0.4,"[0.4335, 0.0155]"
Cosine,0.3,100,100,200,1e-05,,,"[0.4623, 0.0134]",,0.7,0.3,"[0.4118, 0.0154]"
Cosine,0.3,100,100,200,1e-05,,,"[0.4564, 0.0137]",,0.8,0.2,"[0.3891, 0.015]"
Cosine,0.3,100,100,200,1e-05,,,"[0.4587, 0.0141]",,0.9,0.1,"[0.3756, 0.0143]"
Cosine,0.3,100,100,200,1e-05,,,"[0.452, 0.0146]",,1.0,0.0,"[0.3432, 0.0142]"
Cosine,0.4,100,50,200,1e-05,,,"[0.493, 0.0144]","[0.3435, 0.0146]",0.0,1.0,
Cosine,0.4,100,50,200,1e-05,,,"[0.4813, 0.0145]","[0.3461, 0.0153]",0.1,0.9,
Cosine,0.4,100,50,200,1e-05,,,"[0.4778, 0.0144]","[0.3372, 0.0149]",0.2,0.8,
Cosine,0.4,100,50,200,1e-05,,,"[0.4749, 0.0143]","[0.326, 0.0147]",0.3,0.7,
Cosine,0.4,100,50,200,1e-05,,,"[0.469, 0.0144]","[0.3161, 0.0144]",0.4,0.6,
Cosine,0.4,100,50,200,1e-05,,,"[0.4693, 0.0144]","[0.3087, 0.0142]",0.5,0.5,
Cosine,0.4,100,50,200,1e-05,,,"[0.463, 0.0146]","[0.2958, 0.0136]",0.6,0.4,
Cosine,0.4,100,50,200,1e-05,,,"[0.4609, 0.0149]","[0.2865, 0.0133]",0.7,0.3,
Cosine,0.4,100,50,200,1e-05,,,"[0.456, 0.0149]","[0.2763, 0.0128]",0.8,0.2,
Cosine,0.4,100,50,200,1e-05,,,"[0.4547, 0.0151]","[0.2661, 0.0127]",0.9,0.1,
Cosine,0.4,100,50,200,1e-05,,,"[0.4503, 0.0155]","[0.2479, 0.0119]",1.0,0.0,
Cosine,0.4,100,100,200,1e-05,,,"[0.499, 0.0127]",,0.0,1.0,"[0.5102, 0.0164]"
Cosine,0.4,100,100,200,1e-05,,,"[0.4939, 0.0128]",,0.1,0.9,"[0.5087, 0.0172]"
Cosine,0.4,100,100,200,1e-05,,,"[0.4898, 0.0127]",,0.2,0.8,"[0.5021, 0.017]"
Cosine,0.4,100,100,200,1e-05,,,"[0.4842, 0.0128]",,0.3,0.7,"[0.4877, 0.0169]"
Cosine,0.4,100,100,200,1e-05,,,"[0.4767, 0.0128]",,0.4,0.6,"[0.4683, 0.0166]"
Cosine,0.4,100,100,200,1e-05,,,"[0.4733, 0.013]",,0.5,0.5,"[0.4505, 0.0161]"
Cosine,0.4,100,100,200,1e-05,,,"[0.4678, 0.0133]",,0.6,0.4,"[0.4355, 0.0158]"
Cosine,0.4,100,100,200,1e-05,,,"[0.465, 0.0132]",,0.7,0.3,"[0.4211, 0.0156]"
Cosine,0.4,100,100,200,1e-05,,,"[0.4661, 0.0135]",,0.8,0.2,"[0.4039, 0.0151]"
Cosine,0.4,100,100,200,1e-05,,,"[0.4527, 0.014]",,0.9,0.1,"[0.3781, 0.0149]"
Cosine,0.4,100,100,200,1e-05,,,"[0.4561, 0.0147]",,1.0,0.0,"[0.3555, 0.0144]"
Cosine,0.5,100,50,200,1e-05,,,"[0.4918, 0.0144]","[0.3424, 0.0146]",0.0,1.0,
Cosine,0.5,100,50,200,1e-05,,,"[0.4829, 0.0145]","[0.3465, 0.0152]",0.1,0.9,
Cosine,0.5,100,50,200,1e-05,,,"[0.4791, 0.0145]","[0.3364, 0.015]",0.2,0.8,
Cosine,0.5,100,50,200,1e-05,,,"[0.4715, 0.0145]","[0.3253, 0.0149]",0.3,0.7,
Cosine,0.5,100,50,200,1e-05,,,"[0.4748, 0.0146]","[0.3182, 0.0144]",0.4,0.6,
Cosine,0.5,100,50,200,1e-05,,,"[0.4676, 0.0148]","[0.3067, 0.0139]",0.5,0.5,
Cosine,0.5,100,50,200,1e-05,,,"[0.467, 0.0148]","[0.2975, 0.0136]",0.6,0.4,
Cosine,0.5,100,50,200,1e-05,,,"[0.4617, 0.0148]","[0.2914, 0.0135]",0.7,0.3,
Cosine,0.5,100,50,200,1e-05,,,"[0.4598, 0.0152]","[0.2741, 0.0128]",0.8,0.2,
Cosine,0.5,100,50,200,1e-05,,,"[0.4578, 0.0154]","[0.2652, 0.0125]",0.9,0.1,
Cosine,0.5,100,50,200,1e-05,,,"[0.4549, 0.0155]","[0.2589, 0.0123]",1.0,0.0,
Cosine,0.5,100,100,200,1e-05,,,"[0.4987, 0.0128]",,0.0,1.0,"[0.5058, 0.0163]"
Cosine,0.5,100,100,200,1e-05,,,"[0.4958, 0.0129]",,0.1,0.9,"[0.5098, 0.0172]"
Cosine,0.5,100,100,200,1e-05,,,"[0.4905, 0.0128]",,0.2,0.8,"[0.5009, 0.017]"
Cosine,0.5,100,100,200,1e-05,,,"[0.4866, 0.0128]",,0.3,0.7,"[0.4853, 0.0168]"
Cosine,0.5,100,100,200,1e-05,,,"[0.482, 0.013]",,0.4,0.6,"[0.4739, 0.0165]"
Cosine,0.5,100,100,200,1e-05,,,"[0.4789, 0.0131]",,0.5,0.5,"[0.4571, 0.0164]"
Cosine,0.5,100,100,200,1e-05,,,"[0.4708, 0.0133]",,0.6,0.4,"[0.4379, 0.016]"
Cosine,0.5,100,100,200,1e-05,,,"[0.4681, 0.0135]",,0.7,0.3,"[0.4258, 0.0156]"
Cosine,0.5,100,100,200,1e-05,,,"[0.4663, 0.0138]",,0.8,0.2,"[0.4068, 0.0152]"
Cosine,0.5,100,100,200,1e-05,,,"[0.4654, 0.0141]",,0.9,0.1,"[0.3892, 0.015]"
Cosine,0.5,100,100,200,1e-05,,,"[0.4602, 0.0146]",,1.0,0.0,"[0.3655, 0.0146]"
Cosine,0.2,100,50,200,0.0001,,,"[0.4926, 0.0142]","[0.3461, 0.0149]",0.0,1.0,
Cosine,0.2,100,50,200,0.0001,,,"[0.4859, 0.0142]","[0.3493, 0.0152]",0.1,0.9,
Cosine,0.2,100,50,200,0.0001,,,"[0.4757, 0.014]","[0.3416, 0.0152]",0.2,0.8,
Cosine,0.2,100,50,200,0.0001,,,"[0.4725, 0.014]","[0.3301, 0.0148]",0.3,0.7,
Cosine,0.2,100,50,200,0.0001,,,"[0.468, 0.0141]","[0.3185, 0.0144]",0.4,0.6,
Cosine,0.2,100,50,200,0.0001,,,"[0.4604, 0.0143]","[0.3073, 0.0141]",0.5,0.5,
Cosine,0.2,100,50,200,0.0001,,,"[0.4584, 0.0143]","[0.2917, 0.0134]",0.6,0.4,
Cosine,0.2,100,50,200,0.0001,,,"[0.4526, 0.0146]","[0.2776, 0.0129]",0.7,0.3,
Cosine,0.2,100,50,200,0.0001,,,"[0.4503, 0.0147]","[0.2636, 0.0123]",0.8,0.2,
Cosine,0.2,100,50,200,0.0001,,,"[0.4459, 0.0151]","[0.2542, 0.0124]",0.9,0.1,
Cosine,0.2,100,50,200,0.0001,,,"[0.4392, 0.0158]","[0.2291, 0.0113]",1.0,0.0,
Cosine,0.2,100,100,200,0.0001,,,"[0.4988, 0.0127]",,0.0,1.0,"[0.5111, 0.0165]"
Cosine,0.2,100,100,200,0.0001,,,"[0.4946, 0.0127]",,0.1,0.9,"[0.5121, 0.0172]"
Cosine,0.2,100,100,200,0.0001,,,"[0.492, 0.0127]",,0.2,0.8,"[0.5046, 0.017]"
Cosine,0.2,100,100,200,0.0001,,,"[0.4836, 0.0126]",,0.3,0.7,"[0.4891, 0.0168]"
Cosine,0.2,100,100,200,0.0001,,,"[0.4783, 0.0126]",,0.4,0.6,"[0.4767, 0.0167]"
Cosine,0.2,100,100,200,0.0001,,,"[0.4712, 0.0129]",,0.5,0.5,"[0.4571, 0.0162]"
Cosine,0.2,100,100,200,0.0001,,,"[0.4643, 0.013]",,0.6,0.4,"[0.4322, 0.0158]"
Cosine,0.2,100,100,200,0.0001,,,"[0.4571, 0.0133]",,0.7,0.3,"[0.4099, 0.0151]"
Cosine,0.2,100,100,200,0.0001,,,"[0.4551, 0.0136]",,0.8,0.2,"[0.3936, 0.015]"
Cosine,0.2,100,100,200,0.0001,,,"[0.4538, 0.014]",,0.9,0.1,"[0.3688, 0.0142]"
Cosine,0.2,100,100,200,0.0001,,,"[0.442, 0.0147]",,1.0,0.0,"[0.3286, 0.0136]"
Cosine,0.3,100,50,200,0.0001,,,"[0.4892, 0.0142]","[0.3447, 0.0147]",0.0,1.0,
Cosine,0.3,100,50,200,0.0001,,,"[0.4869, 0.0142]","[0.35, 0.0153]",0.1,0.9,
Cosine,0.3,100,50,200,0.0001,,,"[0.4779, 0.0141]","[0.3405, 0.0151]",0.2,0.8,
Cosine,0.3,100,50,200,0.0001,,,"[0.4736, 0.0142]","[0.3296, 0.0149]",0.3,0.7,
Cosine,0.3,100,50,200,0.0001,,,"[0.4702, 0.0142]","[0.3151, 0.0143]",0.4,0.6,
Cosine,0.3,100,50,200,0.0001,,,"[0.4619, 0.0145]","[0.3006, 0.0138]",0.5,0.5,
Cosine,0.3,100,50,200,0.0001,,,"[0.4597, 0.0144]","[0.2965, 0.0135]",0.6,0.4,
Cosine,0.3,100,50,200,0.0001,,,"[0.4528, 0.0146]","[0.28, 0.013]",0.7,0.3,
Cosine,0.3,100,50,200,0.0001,,,"[0.4571, 0.0148]","[0.2711, 0.0127]",0.8,0.2,
Cosine,0.3,100,50,200,0.0001,,,"[0.4493, 0.015]","[0.2568, 0.0123]",0.9,0.1,
Cosine,0.3,100,50,200,0.0001,,,"[0.4463, 0.0156]","[0.2412, 0.0118]",1.0,0.0,
Cosine,0.3,100,100,200,0.0001,,,"[0.4999, 0.0128]",,0.0,1.0,"[0.5099, 0.0164]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4967, 0.0128]",,0.1,0.9,"[0.5127, 0.0172]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4906, 0.0128]",,0.2,0.8,"[0.5017, 0.0172]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4822, 0.0127]",,0.3,0.7,"[0.4869, 0.017]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4776, 0.0127]",,0.4,0.6,"[0.4721, 0.0167]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4744, 0.013]",,0.5,0.5,"[0.458, 0.0161]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4702, 0.0131]",,0.6,0.4,"[0.4377, 0.0158]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4656, 0.0134]",,0.7,0.3,"[0.4213, 0.0157]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4588, 0.0136]",,0.8,0.2,"[0.4006, 0.0152]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4551, 0.0141]",,0.9,0.1,"[0.3721, 0.0145]"
Cosine,0.3,100,100,200,0.0001,,,"[0.4469, 0.0142]",,1.0,0.0,"[0.344, 0.014]"
Cosine,0.4,100,50,200,0.0001,,,"[0.4928, 0.0143]","[0.3453, 0.0147]",0.0,1.0,
Cosine,0.4,100,50,200,0.0001,,,"[0.4868, 0.0145]","[0.3491, 0.0152]",0.1,0.9,
Cosine,0.4,100,50,200,0.0001,,,"[0.4793, 0.0144]","[0.3382, 0.015]",0.2,0.8,
Cosine,0.4,100,50,200,0.0001,,,"[0.4742, 0.0144]","[0.324, 0.0145]",0.3,0.7,
Cosine,0.4,100,50,200,0.0001,,,"[0.4732, 0.0144]","[0.3191, 0.0145]",0.4,0.6,
Cosine,0.4,100,50,200,0.0001,,,"[0.4643, 0.0145]","[0.3069, 0.0141]",0.5,0.5,
Cosine,0.4,100,50,200,0.0001,,,"[0.4645, 0.0145]","[0.3005, 0.0137]",0.6,0.4,
Cosine,0.4,100,50,200,0.0001,,,"[0.4603, 0.0148]","[0.2834, 0.0131]",0.7,0.3,
Cosine,0.4,100,50,200,0.0001,,,"[0.4635, 0.0148]","[0.2751, 0.0126]",0.8,0.2,
Cosine,0.4,100,50,200,0.0001,,,"[0.4549, 0.0152]","[0.2656, 0.0126]",0.9,0.1,
Cosine,0.4,100,50,200,0.0001,,,"[0.4503, 0.0157]","[0.2496, 0.0122]",1.0,0.0,
Cosine,0.4,100,100,200,0.0001,,,"[0.4988, 0.0127]",,0.0,1.0,"[0.5084, 0.0164]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4965, 0.0129]",,0.1,0.9,"[0.5099, 0.0172]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4904, 0.0127]",,0.2,0.8,"[0.5026, 0.017]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4852, 0.0128]",,0.3,0.7,"[0.4893, 0.0168]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4807, 0.0128]",,0.4,0.6,"[0.4768, 0.0167]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4755, 0.0132]",,0.5,0.5,"[0.4523, 0.0161]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4695, 0.0132]",,0.6,0.4,"[0.4375, 0.0159]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4641, 0.0133]",,0.7,0.3,"[0.4192, 0.0156]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4609, 0.0137]",,0.8,0.2,"[0.3991, 0.0151]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4545, 0.0139]",,0.9,0.1,"[0.3822, 0.0147]"
Cosine,0.4,100,100,200,0.0001,,,"[0.4547, 0.0145]",,1.0,0.0,"[0.3586, 0.0145]"
Cosine,0.5,100,50,200,0.0001,,,"[0.4944, 0.0145]","[0.343, 0.0147]",0.0,1.0,
Cosine,0.5,100,50,200,0.0001,,,"[0.4887, 0.0146]","[0.3473, 0.0151]",0.1,0.9,
Cosine,0.5,100,50,200,0.0001,,,"[0.4803, 0.0146]","[0.3386, 0.0149]",0.2,0.8,
Cosine,0.5,100,50,200,0.0001,,,"[0.477, 0.0146]","[0.3269, 0.0148]",0.3,0.7,
Cosine,0.5,100,50,200,0.0001,,,"[0.471, 0.0147]","[0.317, 0.0144]",0.4,0.6,
Cosine,0.5,100,50,200,0.0001,,,"[0.4681, 0.0148]","[0.3097, 0.0141]",0.5,0.5,
Cosine,0.5,100,50,200,0.0001,,,"[0.463, 0.0148]","[0.2963, 0.0137]",0.6,0.4,
Cosine,0.5,100,50,200,0.0001,,,"[0.4653, 0.0149]","[0.2931, 0.0135]",0.7,0.3,
Cosine,0.5,100,50,200,0.0001,,,"[0.4593, 0.0153]","[0.2769, 0.0129]",0.8,0.2,
Cosine,0.5,100,50,200,0.0001,,,"[0.4573, 0.0152]","[0.2707, 0.0127]",0.9,0.1,
Cosine,0.5,100,50,200,0.0001,,,"[0.4538, 0.0153]","[0.256, 0.0122]",1.0,0.0,
Cosine,0.5,100,100,200,0.0001,,,"[0.4965, 0.0128]",,0.0,1.0,"[0.5052, 0.0163]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4958, 0.013]",,0.1,0.9,"[0.511, 0.0172]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4899, 0.013]",,0.2,0.8,"[0.4998, 0.017]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4877, 0.0131]",,0.3,0.7,"[0.4884, 0.0169]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4825, 0.013]",,0.4,0.6,"[0.4741, 0.0167]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4778, 0.013]",,0.5,0.5,"[0.4603, 0.0164]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4727, 0.0134]",,0.6,0.4,"[0.4419, 0.016]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4685, 0.0137]",,0.7,0.3,"[0.4232, 0.0156]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4694, 0.0137]",,0.8,0.2,"[0.4118, 0.0153]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4622, 0.014]",,0.9,0.1,"[0.3877, 0.0151]"
Cosine,0.5,100,100,200,0.0001,,,"[0.4639, 0.0145]",,1.0,0.0,"[0.3699, 0.0147]"
Cosine,0.2,100,50,200,0.001,,,"[0.4934, 0.0143]","[0.3484, 0.0149]",0.0,1.0,
Cosine,0.2,100,50,200,0.001,,,"[0.488, 0.0142]","[0.3492, 0.015]",0.1,0.9,
Cosine,0.2,100,50,200,0.001,,,"[0.4821, 0.0142]","[0.3438, 0.0153]",0.2,0.8,
Cosine,0.2,100,50,200,0.001,,,"[0.478, 0.0141]","[0.3323, 0.0149]",0.3,0.7,
Cosine,0.2,100,50,200,0.001,,,"[0.4726, 0.0141]","[0.3275, 0.0148]",0.4,0.6,
Cosine,0.2,100,50,200,0.001,,,"[0.4648, 0.0141]","[0.3107, 0.014]",0.5,0.5,
Cosine,0.2,100,50,200,0.001,,,"[0.4569, 0.0146]","[0.2928, 0.0137]",0.6,0.4,
Cosine,0.2,100,50,200,0.001,,,"[0.4563, 0.0145]","[0.2847, 0.0132]",0.7,0.3,
Cosine,0.2,100,50,200,0.001,,,"[0.4567, 0.0148]","[0.2754, 0.0127]",0.8,0.2,
Cosine,0.2,100,50,200,0.001,,,"[0.4486, 0.0152]","[0.2522, 0.012]",0.9,0.1,
Cosine,0.2,100,50,200,0.001,,,"[0.4395, 0.0154]","[0.2342, 0.0116]",1.0,0.0,
Cosine,0.2,100,100,200,0.001,,,"[0.5018, 0.0127]",,0.0,1.0,"[0.5117, 0.0165]"
Cosine,0.2,100,100,200,0.001,,,"[0.4961, 0.0128]",,0.1,0.9,"[0.5156, 0.0172]"
Cosine,0.2,100,100,200,0.001,,,"[0.4924, 0.0126]",,0.2,0.8,"[0.5071, 0.0172]"
Cosine,0.2,100,100,200,0.001,,,"[0.4871, 0.0126]",,0.3,0.7,"[0.496, 0.0169]"
Cosine,0.2,100,100,200,0.001,,,"[0.4802, 0.0125]",,0.4,0.6,"[0.4826, 0.0166]"
Cosine,0.2,100,100,200,0.001,,,"[0.4726, 0.0127]",,0.5,0.5,"[0.4613, 0.0162]"
Cosine,0.2,100,100,200,0.001,,,"[0.4637, 0.0129]",,0.6,0.4,"[0.438, 0.016]"
Cosine,0.2,100,100,200,0.001,,,"[0.4624, 0.013]",,0.7,0.3,"[0.423, 0.0156]"
Cosine,0.2,100,100,200,0.001,,,"[0.4561, 0.0134]",,0.8,0.2,"[0.396, 0.015]"
Cosine,0.2,100,100,200,0.001,,,"[0.4545, 0.0138]",,0.9,0.1,"[0.3715, 0.0144]"
Cosine,0.2,100,100,200,0.001,,,"[0.4424, 0.0144]",,1.0,0.0,"[0.3312, 0.0139]"
Cosine,0.3,100,50,200,0.001,,,"[0.4902, 0.0143]","[0.3446, 0.0147]",0.0,1.0,
